epoch,accuracy,f1_score,get_f1,loss,val_accuracy,val_f1_score,val_get_f1,val_loss
49,0.8934723734855652,0.8550272583961487,0.8511028289794922,0.24726542830467224,0.8682779669761658,0.8053566217422485,0.7949813008308411,0.33658933639526367
50,0.898760974407196,0.8623660206794739,0.8604804277420044,0.2369103878736496,0.8537764549255371,0.7910184264183044,0.7868784666061401,0.34604230523109436
51,0.8975521326065063,0.8604933023452759,0.8576723337173462,0.23663417994976044,0.7873111963272095,0.7485709190368652,0.7403659224510193,0.4440380036830902
52,0.8869749307632446,0.8477813601493835,0.8446231484413147,0.2555263638496399,0.870090663433075,0.827308714389801,0.8224281668663025,0.3113211691379547
53,0.8883348703384399,0.847973108291626,0.8440840244293213,0.2551223635673523,0.8688821792602539,0.8254218697547913,0.8241723775863647,0.31875136494636536
54,0.8948322534561157,0.8554812073707581,0.8509783148765564,0.24513572454452515,0.8725075721740723,0.8201188445091248,0.8170313239097595,0.3214264512062073
55,0.8957388997077942,0.8584320545196533,0.8548184633255005,0.2417447417974472,0.877945601940155,0.8378806710243225,0.8353003263473511,0.32552769780158997
56,0.8967966437339783,0.8604693412780762,0.8560620546340942,0.23352114856243134,0.8737159967422485,0.8193598389625549,0.8106272220611572,0.3064955770969391
57,0.9028407335281372,0.8677765727043152,0.8660343885421753,0.2267460972070694,0.869486391544342,0.8150680065155029,0.8071914911270142,0.31035128235816956
58,0.9045028686523438,0.871334969997406,0.8692046999931335,0.2240617573261261,0.8598187565803528,0.8212629556655884,0.8149187564849854,0.32178613543510437
59,0.9014807939529419,0.8675867915153503,0.8634657263755798,0.23477771878242493,0.8731117844581604,0.8167534470558167,0.8109303116798401,0.30506426095962524
60,0.8943789601325989,0.8574337363243103,0.8531714677810669,0.2480885237455368,0.8435045480728149,0.7885709404945374,0.7840147018432617,0.38134628534317017
61,0.8930190205574036,0.8532333374023438,0.8504403233528137,0.2600322961807251,0.8628398776054382,0.8090827465057373,0.8042007684707642,0.3267732560634613
62,0.8898458480834961,0.8506448864936829,0.8475357890129089,0.2515753209590912,0.8622356653213501,0.8013932108879089,0.7949174642562866,0.3227161169052124
63,0.8967966437339783,0.8609239459037781,0.8567637801170349,0.23697905242443085,0.8725075721740723,0.8207301497459412,0.8142811059951782,0.3185862898826599
64,0.903294026851654,0.8690130114555359,0.8666262626647949,0.22434131801128387,0.8682779669761658,0.8177252411842346,0.8134093880653381,0.3224119246006012
65,0.9099425673484802,0.8797897100448608,0.8761060237884521,0.214819073677063,0.8712990880012512,0.8165369629859924,0.8116244673728943,0.324198454618454
66,0.902538537979126,0.8689285516738892,0.8639966249465942,0.21909555792808533,0.8706948757171631,0.8167802691459656,0.8108364939689636,0.3164175748825073
67,0.9094892740249634,0.8768751621246338,0.8726139068603516,0.21709710359573364,0.8773413896560669,0.8374695181846619,0.8353201746940613,0.3101528286933899
68,0.9045028686523438,0.8717007040977478,0.8680171966552734,0.2260049432516098,0.8725075721740723,0.8288721442222595,0.8252646923065186,0.32007524371147156
69,0.8989120721817017,0.8631057143211365,0.861287534236908,0.23383784294128418,0.8719033002853394,0.82303786277771,0.8154357075691223,0.32023006677627563
70,0.9125113487243652,0.8825791478157043,0.8795610666275024,0.2063882201910019,0.8719033002853394,0.8191121220588684,0.8161510229110718,0.31598445773124695
71,0.902538537979126,0.8690350651741028,0.8649506568908691,0.22202403843402863,0.8574017882347107,0.791886568069458,0.7875945568084717,0.3420087695121765
72,0.9143245816230774,0.8843088150024414,0.882796585559845,0.20559073984622955,0.8851963877677917,0.8400668501853943,0.8360357880592346,0.299372136592865
73,0.9155334234237671,0.8864046931266785,0.8814212083816528,0.20894166827201843,0.8761329054832458,0.8228171467781067,0.819092869758606,0.304859459400177
74,0.9134179353713989,0.8834649920463562,0.8813955187797546,0.20435017347335815,0.8320241570472717,0.7659927606582642,0.7560862302780151,0.44957348704338074
75,0.9040495753288269,0.870908260345459,0.8676218390464783,0.22826585173606873,0.8719033002853394,0.8276417851448059,0.8244196772575378,0.3203221559524536
76,0.8995164632797241,0.8638684749603271,0.859590470790863,0.23302748799324036,0.8640483617782593,0.799285888671875,0.7914494276046753,0.35544902086257935
77,0.9082804322242737,0.8765000104904175,0.8742517828941345,0.21534869074821472,0.8646525740623474,0.8199352025985718,0.8158044219017029,0.3224335312843323
78,0.9013296961784363,0.8667613863945007,0.8645286560058594,0.22479933500289917,0.8537764549255371,0.789929986000061,0.784507155418396,0.3736230731010437
79,0.9094892740249634,0.8781772255897522,0.8744226098060608,0.21989446878433228,0.8731117844581604,0.8180238008499146,0.8137727975845337,0.3302958011627197
80,0.9099425673484802,0.8792049884796143,0.8748496770858765,0.2090959995985031,0.8658609986305237,0.8045769333839417,0.7975676655769348,0.3259458541870117
81,0.9114536046981812,0.8803099393844604,0.8783875107765198,0.21553337574005127,0.8719033002853394,0.8224450349807739,0.8182540535926819,0.32147422432899475
82,0.912209153175354,0.8811613321304321,0.8785779476165771,0.21171391010284424,0.8628398776054382,0.8191229701042175,0.8123661279678345,0.3367616832256317
83,0.916742205619812,0.8878936767578125,0.8859857320785522,0.20278964936733246,0.8712990880012512,0.8196437954902649,0.815775990486145,0.36096134781837463
84,0.9233907461166382,0.8970553278923035,0.895257830619812,0.1867358684539795,0.8688821792602539,0.8181051015853882,0.8131506443023682,0.3188476264476776
85,0.9132668375968933,0.8831427693367004,0.8814226388931274,0.20653223991394043,0.8706948757171631,0.8234318494796753,0.8188972473144531,0.3329235911369324
86,0.9129646420478821,0.8836358189582825,0.8802128434181213,0.20209413766860962,0.8755286931991577,0.8230235576629639,0.8174629807472229,0.3412236273288727
87,0.9177999496459961,0.8894752860069275,0.8854825496673584,0.19615505635738373,0.8785498738288879,0.8292263150215149,0.8242098093032837,0.3350517451763153
88,0.9173466563224792,0.8895613551139832,0.8878057599067688,0.198225736618042,0.8749244809150696,0.8310198783874512,0.8274762034416199,0.32441478967666626
89,0.9194620847702026,0.8919516801834106,0.8879458904266357,0.19562098383903503,0.8658609986305237,0.8174336552619934,0.8123547434806824,0.33095666766166687
90,0.9135690331459045,0.8835025429725647,0.8789873123168945,0.20493675768375397,0.8676736950874329,0.8155007362365723,0.8103103637695312,0.3324233591556549
91,0.9190087914466858,0.8913214206695557,0.8889023661613464,0.18893811106681824,0.8870090842247009,0.8455816507339478,0.8419409990310669,0.32250431180000305
92,0.9206709265708923,0.8938316702842712,0.8898754119873047,0.19137950241565704,0.877945601940155,0.8330573439598083,0.8302749991416931,0.3132736384868622
93,0.9185554385185242,0.8908238410949707,0.8872683644294739,0.19404268264770508,0.8797582983970642,0.8359434008598328,0.8328189253807068,0.30807778239250183
94,0.9289815425872803,0.9045873880386353,0.9035993218421936,0.17820070683956146,0.8725075721740723,0.8216392993927002,0.8181216716766357,0.3289296627044678
95,0.9194620847702026,0.8920392394065857,0.8898959755897522,0.18810904026031494,0.8755286931991577,0.8291868567466736,0.8262795805931091,0.3156740367412567
96,0.9247506856918335,0.8987799882888794,0.8965117335319519,0.18078459799289703,0.8845921158790588,0.8393603563308716,0.835460364818573,0.3208248019218445
97,0.9188576340675354,0.891404926776886,0.8891066312789917,0.19477729499340057,0.8712990880012512,0.8266878128051758,0.825736939907074,0.41966700553894043
98,0.9090359807014465,0.8772925734519958,0.8733391761779785,0.21376635134220123,0.8580060601234436,0.8127484917640686,0.8095232844352722,0.356999009847641
99,0.9082804322242737,0.8769506216049194,0.8764424920082092,0.2081577181816101,0.8755286931991577,0.8242315649986267,0.8171650171279907,0.3235844373703003
100,0.9182532429695129,0.8897488117218018,0.8867747783660889,0.18752194941043854,0.8839879035949707,0.8439018726348877,0.8379590511322021,0.3095920979976654
101,0.9292837977409363,0.9053393006324768,0.9029562473297119,0.17281828820705414,0.8749244809150696,0.8264873623847961,0.822050154209137,0.32825520634651184
102,0.9268661141395569,0.9018250703811646,0.8992558717727661,0.18180659413337708,0.8815709948539734,0.8344589471817017,0.8300691246986389,0.3274071216583252
103,0.9165911078453064,0.887804388999939,0.885650098323822,0.19944286346435547,0.8664652705192566,0.8049420714378357,0.796981692314148,0.33434006571769714
104,0.9181021451950073,0.8898369073867798,0.8880931735038757,0.1889359951019287,0.8767371773719788,0.8229160904884338,0.8160592317581177,0.32966262102127075
105,0.9306436777114868,0.9073657989501953,0.905256986618042,0.16890175640583038,0.8604229688644409,0.8173907995223999,0.8139666318893433,0.35062673687934875
106,0.9258084297180176,0.9011470675468445,0.898213803768158,0.1770361065864563,0.8731117844581604,0.824120044708252,0.8207827806472778,0.3366459012031555
107,0.923088550567627,0.8973991870880127,0.893134593963623,0.18413937091827393,0.8640483617782593,0.8065343499183655,0.8025509715080261,0.3477528691291809
108,0.923088550567627,0.8969839215278625,0.8928410410881042,0.18276827037334442,0.8688821792602539,0.8196170926094055,0.8141685724258423,0.3362824022769928
109,0.9326080679893494,0.9095329642295837,0.9092051386833191,0.15662388503551483,0.8664652705192566,0.8138158321380615,0.8091598153114319,0.34674525260925293
110,0.9270172119140625,0.9028750061988831,0.8992938995361328,0.17166545987129211,0.8598187565803528,0.8113815784454346,0.8096045255661011,0.36159011721611023
111,0.9217286109924316,0.895564079284668,0.8933635354042053,0.17956304550170898,0.8640483617782593,0.8034929037094116,0.7975513935089111,0.3520093560218811
112,0.9304925799369812,0.9067688584327698,0.904958188533783,0.16999441385269165,0.8441087603569031,0.8009254336357117,0.7980722188949585,0.4430113434791565
113,0.9258084297180176,0.900667130947113,0.8978502750396729,0.17782644927501678,0.8785498738288879,0.8340209126472473,0.8329407572746277,0.32588228583335876
114,0.9335146546363831,0.9109306931495667,0.907800555229187,0.16203950345516205,0.8712990880012512,0.8184137940406799,0.8120753169059753,0.3531756103038788
115,0.9258084297180176,0.9011868238449097,0.8991371989250183,0.17206424474716187,0.8676736950874329,0.8188580870628357,0.8123867511749268,0.32435792684555054
116,0.9078271389007568,0.8758643269538879,0.8736255168914795,0.2145778089761734,0.8634440898895264,0.8091210722923279,0.8044599294662476,0.33279111981391907
117,0.9164400100708008,0.8874867558479309,0.8852627277374268,0.20092107355594635,0.8712990880012512,0.8258375525474548,0.8217503428459167,0.33026638627052307
118,0.9250528812408447,0.899350106716156,0.8977476358413696,0.18198883533477783,0.8561933636665344,0.788631796836853,0.7836689352989197,0.38137632608413696
119,0.9245995879173279,0.898432195186615,0.8967176079750061,0.18057164549827576,0.8773413896560669,0.8306917548179626,0.8277324438095093,0.3276402950286865
120,0.931248128414154,0.908210039138794,0.9058470726013184,0.1647091656923294,0.8616313934326172,0.7992983460426331,0.7940838932991028,0.35798683762550354
121,0.9320036172866821,0.9088695049285889,0.9062163829803467,0.1620151549577713,0.8676736950874329,0.8170421123504639,0.8113320469856262,0.35775846242904663
122,0.9381988644599915,0.9170884490013123,0.9164816737174988,0.15851962566375732,0.8827794790267944,0.8432950973510742,0.8407770991325378,0.3288031220436096
